timestamp,Y,X,Z
1557360000032,0.972900390625,-0.058349609375,0.249755859375
1557360000141,0.97900390625,-0.06005859375,0.235595703125
1557360000310,1.0126953125,-0.05419921875,0.228271484375
1557360000431,0.905517578125,-0.080078125,0.41455078125
1557360000540,0.822021484375,-0.07763671875,0.532958984375
1557360000652,0.837646484375,-0.0712890625,0.564208984375
1557360000821,0.827880859375,-0.07421875,0.5546875
1557360000929,0.8193359375,-0.069580078125,0.569580078125
1557360001047,0.850341796875,-0.077880859375,0.538818359375
1557360001215,0.857421875,-0.063232421875,0.566650390625
1557360001352,0.45654296875,-0.104248046875,0.74658203125
1557360001465,0.148681640625,-0.1103515625,0.974853515625
1557360001631,0.1767578125,-0.108154296875,0.991455078125
1557360001795,0.20263671875,-0.105224609375,0.972900390625
1557360001853,0.20654296875,-0.10693359375,0.970458984375
1557360001964,0.212890625,-0.103271484375,0.970703125
1557360002131,0.21142578125,-0.100341796875,0.974609375
1557360002252,0.237548828125,-0.10009765625,0.969482421875
1557360002405,0.22998046875,-0.104736328125,0.9697265625
1557360002517,0.19677734375,-0.101318359375,0.968994140625
1557360002661,0.2119140625,-0.100830078125,0.972412109375
1557360002775,0.215087890625,-0.100341796875,0.97021484375
1557360002936,0.1865234375,-0.095947265625,0.973876953125
1557360003050,0.2041015625,-0.09326171875,0.974853515625
1557360003160,0.194091796875,-0.093505859375,0.97509765625
1557360003330,0.172119140625,-0.08984375,0.9755859375
1557360003440,0.214111328125,-0.08837890625,0.969482421875
1557360003549,0.255615234375,-0.096435546875,0.96533203125
1557360003722,0.24560546875,-0.09033203125,0.962158203125
1557360003808,0.25146484375,-0.09423828125,0.962646484375
1557360003969,0.22998046875,-0.0908203125,0.977294921875
1557360004088,0.2802734375,-0.09521484375,0.961181640625
1557360004248,0.2578125,-0.101806640625,0.9560546875
1557360004356,0.23681640625,-0.08203125,0.95263671875
1557360004465,0.49560546875,-0.07373046875,0.8642578125
1557360004631,0.790771484375,-0.079345703125,0.6015625
1557360004744,0.9169921875,-0.07666015625,0.48828125
1557360004860,0.9169921875,-0.082275390625,0.422607421875
1557360005024,0.91552734375,-0.083251953125,0.431396484375
1557360005160,0.911865234375,-0.084716796875,0.390869140625
1557360005273,0.89306640625,-0.070068359375,0.427001953125
1557360005388,0.93505859375,-0.07421875,0.3740234375
1557360005549,0.943359375,-0.07763671875,0.351318359375
1557360005662,0.93701171875,-0.087158203125,0.3564453125
1557360005776,0.9404296875,-0.080322265625,0.3515625
1557360005939,0.937744140625,-0.081787109375,0.354736328125
1557360006057,0.92578125,-0.073486328125,0.3779296875
1557360006165,0.934814453125,-0.07470703125,0.369873046875
1557360006306,0.922119140625,-0.070556640625,0.379638671875
1557360006471,0.9267578125,-0.073486328125,0.373291015625
1557360006580,0.965087890625,-0.073486328125,0.334716796875
1557360006693,0.89599609375,-0.07421875,0.38671875
1557360006867,0.927490234375,-0.068603515625,0.380859375
1557360006991,0.93994140625,-0.0751953125,0.3505859375
1557360007095,0.95849609375,-0.0751953125,0.312255859375
1557360007262,0.97216796875,-0.076416015625,0.27001953125
1557360007364,0.967041015625,-0.07373046875,0.2705078125
1557360007475,0.957763671875,-0.073974609375,0.292236328125
1557360007619,0.9560546875,-0.070556640625,0.295654296875
1557360007784,0.96044921875,-0.07470703125,0.284912109375
1557360007897,0.960693359375,-0.07177734375,0.27734375
1557360008009,0.966796875,-0.071044921875,0.270751953125
1557360008172,0.979248046875,-0.0751953125,0.25390625
1557360008283,0.964599609375,-0.0703125,0.344970703125
1557360008450,0.851806640625,-0.06689453125,0.462158203125
1557360008559,0.876220703125,-0.072998046875,0.45556640625
1557360008671,0.918701171875,-0.08447265625,0.405029296875
1557360008787,0.924560546875,-0.072265625,0.422607421875
1557360008920,0.86669921875,-0.087646484375,0.509033203125
1557360009085,0.66064453125,-0.07568359375,0.71044921875
1557360009201,0.53564453125,-0.067138671875,0.82861328125
1557360009374,0.498291015625,-0.088623046875,0.8515625
1557360009471,0.537841796875,-0.077880859375,0.8408203125
1557360009591,0.567138671875,-0.078125,0.82373046875
1557360009769,0.52197265625,-0.078125,0.85205078125
1557360009875,0.53125,-0.08349609375,0.84814453125
1557360009998,0.525634765625,-0.08447265625,0.849853515625
1557360010093,0.47900390625,-0.080078125,0.864013671875
1557360010235,0.536865234375,-0.077880859375,0.85009765625
1557360010403,0.525634765625,-0.08544921875,0.8447265625
1557360010513,0.535888671875,-0.08349609375,0.843505859375
1557360010625,0.553955078125,-0.083251953125,0.83154296875
1557360010793,0.5478515625,-0.08740234375,0.833251953125
1557360010901,0.554931640625,-0.08544921875,0.8369140625
1557360011017,0.5380859375,-0.0869140625,0.836181640625
1557360011182,0.522216796875,-0.078857421875,0.842529296875
1557360011294,0.533935546875,-0.083984375,0.841552734375
1557360011406,0.553466796875,-0.081787109375,0.836181640625
1557360011541,0.543701171875,-0.087890625,0.837646484375
1557360011706,0.551513671875,-0.08642578125,0.8291015625
1557360011821,0.550048828125,-0.09033203125,0.833984375
1557360011937,0.544189453125,-0.084716796875,0.8330078125
1557360012099,0.535888671875,-0.087646484375,0.841552734375
1557360012211,0.541259765625,-0.08935546875,0.835205078125
1557360012375,0.54931640625,-0.08447265625,0.833740234375
1557360012482,0.549072265625,-0.08837890625,0.8310546875
1557360012597,0.55029296875,-0.087646484375,0.83251953125
1557360012749,0.54345703125,-0.090576171875,0.829833984375
1557360012849,0.5537109375,-0.088134765625,0.8330078125
1557360013015,0.56591796875,-0.093994140625,0.824462890625
1557360013129,0.569580078125,-0.092041015625,0.81982421875
1557360013300,0.55712890625,-0.0859375,0.824462890625
1557360013410,0.563232421875,-0.090087890625,0.824951171875
1557360013519,0.5478515625,-0.09423828125,0.831298828125
1557360013685,0.56103515625,-0.091796875,0.821533203125
1557360013805,0.5595703125,-0.08740234375,0.833251953125
1557360013968,0.54638671875,-0.095458984375,0.84033203125
1557360014050,0.499267578125,-0.088134765625,0.852783203125
1557360014173,0.53759765625,-0.09521484375,0.853271484375
1557360014329,0.523193359375,-0.092041015625,0.84765625
1557360014436,0.5537109375,-0.093505859375,0.82080078125
1557360014609,0.54052734375,-0.08935546875,0.8427734375
1557360014721,0.542724609375,-0.088623046875,0.836669921875
1557360014838,0.533935546875,-0.091064453125,0.840576171875
1557360014961,0.537841796875,-0.09033203125,0.84423828125
1557360015110,0.521240234375,-0.072998046875,0.859375
1557360015221,0.548583984375,-0.09033203125,0.8388671875
1557360015363,0.518798828125,-0.085205078125,0.848388671875
1557360015521,0.527099609375,-0.081787109375,0.845703125
1557360015631,0.526123046875,-0.0869140625,0.84814453125
1557360015750,0.521728515625,-0.08935546875,0.848388671875
1557360015910,0.52734375,-0.09228515625,0.844482421875
1557360016024,0.503662109375,-0.08642578125,0.856201171875
1557360016143,0.516357421875,-0.08935546875,0.855712890625
1557360016305,0.52001953125,-0.0908203125,0.8544921875
1557360016416,0.5126953125,-0.091796875,0.86376953125
1557360016524,0.428955078125,-0.081298828125,0.90478515625
1557360016664,0.418701171875,-0.084716796875,0.922607421875
1557360016832,0.438720703125,-0.0986328125,0.902587890625
1557360016958,0.41943359375,-0.075439453125,0.90966796875
1557360017060,0.453369140625,-0.08837890625,0.89111328125
1557360017227,0.407470703125,-0.091064453125,0.90185546875
1557360017336,0.41650390625,-0.08642578125,0.908203125
1557360017450,0.389404296875,-0.0859375,0.91943359375
1557360017563,0.385009765625,-0.087158203125,0.916015625
1557360017734,0.407470703125,-0.084716796875,0.9150390625
1557360017847,0.394287109375,-0.088623046875,0.9169921875
1557360017988,0.393310546875,-0.08544921875,0.9150390625
1557360018098,0.385986328125,-0.085205078125,0.91796875
1557360018234,0.39892578125,-0.086669921875,0.914794921875
1557360018392,0.40576171875,-0.087158203125,0.916015625
1557360018500,0.41015625,-0.090087890625,0.908935546875
1557360018625,0.408447265625,-0.087890625,0.9091796875
1557360018793,0.411865234375,-0.08740234375,0.911376953125
1557360018912,0.458984375,-0.088134765625,0.88916015625
1557360019027,0.39990234375,-0.08740234375,0.902099609375
1557360019168,0.499267578125,-0.089111328125,0.86376953125
1557360019283,0.47998046875,-0.086181640625,0.881591796875
1557360019445,0.48828125,-0.088623046875,0.87451171875
1557360019556,0.489501953125,-0.08935546875,0.8759765625
1557360019718,0.487548828125,-0.08984375,0.858642578125
1557360019836,0.569091796875,-0.089111328125,0.819580078125
1557360019956,0.55615234375,-0.091552734375,0.825439453125
1557360020064,0.568115234375,-0.08984375,0.82080078125
1557360020223,0.58740234375,-0.088623046875,0.800537109375
1557360020333,0.6455078125,-0.095458984375,0.7646484375
1557360020467,0.671630859375,-0.0888671875,0.7490234375
1557360020631,0.69384765625,-0.099365234375,0.724853515625
1557360020750,0.68896484375,-0.0986328125,0.720458984375
1557360020855,0.669921875,-0.093505859375,0.742431640625
1557360021023,0.674560546875,-0.096923828125,0.7373046875
1557360021136,0.673583984375,-0.090087890625,0.73974609375
1557360021256,0.67529296875,-0.0888671875,0.7412109375
1557360021410,0.65869140625,-0.088623046875,0.748046875
1557360021516,0.587890625,-0.087158203125,0.80517578125
1557360021654,0.5751953125,-0.08984375,0.818359375
